title,date,rating,review
" Missed Call from Shaman
",2017-07-30 00:00:00,3,"I had mirrored the bored impassive face of the main character Jong-goo within five minutes of this film starting and thus remained for the next two and half hours. There lies the first issue. Jong-goo is set up as a bumbling, oafish, bored gluttonous cop for the first half hour and in this he carries some comedic merit, we warm to him slightly as a family man just muddling through. When the unscary scariness ensues however, I found I was only left with the two moulds of reaction he'd left me - comedy or impassivity. There was nothing new in this film. We saw tired bloody chinned zombies going for the throat whilst shouting. This was farcically amusing for two seconds then boring then annoying. We saw an Asian child who shouted and cried a lot. Children have been used as scary tropes a million times and this director seemed to be dimly aware of that notion so just put one in hoping it was then scary. It was not. The irritating infant should have just been put in a box to contain it but somehow managed to run the show and kill about three people.Modernity and myth are not comfortable bed fellows and this was exemplified in jarring fashion by a mobile savvy Shaman in this film. We should at least have been jarred by some images of the supernatural but unless you count some pathetic Jim Hensonesque work at the end, this was absent.Criminally overlong and unscary meant my pulse actually slowed as the film progressed. I would have wailed had I had the energy."
" One of the Best Korean Movie
",2017-07-30 00:00:00,8,"The Wailing (Gokseong in Korean) is a 2016 South Korean horror movie directed by Na Hong-Jin. The movie is set in a little village in the mountains of South Korea and it's about a police officer named Jong- Goo (Kwak Do-hon) who investigates a series of mysterious killings and illnesses. At first the police department thinks that killings is just a normal kind of killing, but as time passes and more bodies being found, Jong-goo knows that something is wrong. A mysterious disease starts spreading among the villagers, causing a rash which precedes violent murderous outbreaks followed by stupor and eventually death! When Jong-goo's daughter is also become sick like the others, the main story of the movies begins. He see a girl with white dress in front of one of the victims house that she claims she knows who is responsible for this disease and killing, a Japanese stranger who lives in a cabin in the woods...I highly recommend The Wailing to horror movie fans who liked movies Rosemary's Baby, I Saw the Devil and The Exorcist. It has a combination of those three movies but in a new and strange way in 2016! You always guess one thing gonna happen, but the movie shows that in another way, specially at the end of the movie all of your guesses might be wrong... or maybe right! The actors played very good and Kwak Do-hon nailed it as a father and a policeman.It had only one problem that maybe it's just my problem : Running Time. The movie is 156 minutes, for a horror movie it was really long and the tempo and rhythm of the movie in the middle was slow. Maybe if they did a better editing and cut the non-important parts, it would've became a perfect horror movie in all aspects. Anyway, The Wailing is one of the best horror movies that I watched in a couple years and if you're a fan of this kind of movies, you're gonna love it!"
" A mystery puzzle
",2017-07-29 00:00:00,10,"Impressive mystical build-up. Not only are the characters, the scenery, the acting founded in a story, where people are real. Writer & director Hong-jin Na, gives a powerful view of the dangers surrounding a world of shamans, evil spells, leaving viewers and protagonist Jong-goo (the policeman) in a maze of ignorance, toward a parallel world, only understood or presumably understood by people with special insights.There is an ongoing debate about the conclusion or understanding of the movie, none of them right or wrong, and that is exactly the point, the film offers a view in a world of mysticism, where events can be reversed or take an unexpected turn. The understanding comes with, how you choose to put these events together, giving them purpose. Here is the way I have chosen to put events together, giving some sort of understanding of this chilling drama. (reading on will spoil the fun,if you haven't seen the movie yet) Moving to the middle of the movie, the shaman Il-gwang wants to cast a deadly hex, (death spell) towards the presumed evil shaman, the Jap. Il-gwang states clearly to Jong-goo, that this evil shaman is a master of evil, and that drinking, having intercourse or anything resembling vulnerable behavior, may disrupt the casted hex and make it backfire. In my opinion, that is exactly the key, making events and spells spiral out of control. The father and policeman Jong-goo, can't watch while his daughter screams in agony, while Il-gwang is performing the hex. Going against the shaman's clear instructions, Jong-goo stops Il-gwang in the middle of casting the hex, and the deadly spell backfires. Not only does the Jap survive the attack, but Il-gwang turns evil, thus the result of the reversing hex. Another side effect on reversing the hex, is that instead of killing, the hex is then sent toward the dead corpse in the car reviving it, setting him of as a bodyguard for the Jap (evil strategic thinking) while he is recovering. Once turning the good shaman Il-gwang to the evil side, the Jap secludes himself from sight, by staging his own death, Jong-goo thinking he has killed the Jap in a truck accident. Il-gwang faces the mysterious woman, who now protects Jong-goo's family, and starts bleeding out the nose and vomiting fiercely, he flees under attack until he reaches the boarders of her powers (when the bug hallucinations stop). Back at the house Jong-goo faces the mysterious woman, who tells him not to go back to the house until the rooster has crowed three times. Il-gwang (now in the devil's league) tells Jong-goo not to trust her over the cellphone. The father and policeman losing faith, (impossible for Jong-goo and us for that matter, to see what is what at this stage) returns to his house before the roosters third crow and finds his wife and mother in law dead. Thus, the protecting spell of the mysterious woman is broken (her use and powers now indifferent) giving Il-gwang the opportunity to return and take the pictures of Jong-goo's slain family.Ultimately the movie offers a puzzle, whether you want to solve it your own way or demanding it be solved for you, before you leave the theater, is a matter of temper. For me personally it was a thrill to be challenged by writer & director Hong-jin Na, giving me a lot to think about (thus giving the movie 10). The best part of this puzzle is that it can be solved in many ways, this was just one of many.M.R."
" Spoilers follow ...
",2017-07-07 00:00:00,8,"Shall I state the obvious? At 156 minutes, 'The Wailing' is very long. If it was split down the middle into two chapters, that would at least allow a breather in between acts. Alright? I've got that off my chest, so we can move on. Because 'The Wailing' is excellent. How is it that this modestly budgeted South Korean horror film, that features only occasional special effects and a cast of actors of varied ages (as opposed to predominantly young and pretty) shows up obscenely financed mainstream Hollywood output as being tired, CGI-reliant and shallow? Perhaps for precisely those reasons.Kwak Do-won is excellent as Jong-goo, a police officer investigating a series of outbreaks of a mysterious wasting disease in and around his village. Various scenes of violently possessed and afflicted characters illustrate this. When the malady appears to affect his daughter Hyo-jinn, he sees the progression of the disease first-hand. Kim Hwan-hee is a revelation as the placid, loving daughter slowly transformed into a shrieking, snarling fiend – afraid of the shaman Il-gwang (Hwang Jung-min) brought in to exorcise her, and snarling accusatory curses at the father who is trying to save her.""When you go fishing, you don't know what you'll catch. 'He's' just fishing "", to slightly misquote the reply to Jong-goo's wearied wonderings as to why his daughter should be afflicted. As to who 'he' is – we have to assume the worst. And yet even her transformation isn't the worst we see.Jun Kunimura plays the morose hermit who may or may not be behind the witchery, and yet when Jong-goo and Il-gwang dispose of him, the shaman feels that they have done away with the wrong person  Evocative and effective use is made of location, and especially the elements. On occasions, the atmosphere looks extremely cold, and when it rains, it comes down in torrents. Director Na Hong-jin conjures up a very convincing sense of violent evil within a small community. My only slight issue with 'The Wailing' is that, after all that time, there is no real ending – which is something I usually don't mind at all, but felt this could perhaps have done with some kind of pay-off. Perhaps a sequel is a possibility  We have time to get to know the characters, watch them grow and share with them their harrowing experiences. Productions like this, when they come along, almost re-write the structure of telling an effective story – so much so that, while over two-and-a-half hours is a long time to concentrate on a film, you certainly aren't in any hurry for it to end."
" The Groaning
",2017-06-20 00:00:00,3,"10-word review: Vastly overappreciated pseudo-horror film with little continuity or technical accomplishment.Long review: The only wailing you'll remember after watching this film is your own cry of irritation having just spent 2 hours and 36 mins following a trek-to-nowhere that could have been edited down to a mere short.It's a common exaggeration to say that a movie has no plot, but in this case it's hard to argue. (Spoiler alert) A small South Korean hamlet is invaded by demons (who double as Minolta film camera enthusiasts -- where do they develop their rolls?) undertaking a wanton campaign to slaughter the villagers one by one. Who are these photographic fiends? Why do they ""shoot to kill""? By what supernatural means do they convert the innocent into bloodthirsty monsters? Such basic questions never disturb the imagination of our filmmaker.Instead, the bulk of the movie concerns the villagers' unreasonable reactions to their increasingly troubling plight: e.g. (1) The police find a wall of photos of the mounting victims in the home of the suspected murderer/demon, yet do nothing when the suspect walks in. (2) Zombies attack the innocent only for their friends to defend the zombies instead. (3) Doctors conclude that mushrooms consumed locally for many years are suddenly at fault for patients molting their skin, losing all higher brain function, and biting anything that moves. Alrighty then.After hours of confusion, the question boils down to whether the devil is an aged Japanese man who lives in the nearby forest. Why this should be the denouement of such an overlong odyssey is anyone's guess, but it's a clear reference to the generalized sentiment that Japanese = devils, probably the most overused and least surprising conceit in all of Korean cinematic history. Best to stick with the tried and true, I guess.Technically, the film is a slop-fest with minimal evidence of editing. I would definitely have resorted to fast-forwarding had I been watching it alone; many scenes were the cinematic equivalent of enduring a simpleton windbag use tortuous explanations for the most insignificant conclusions. In one humorous example of the filmmakers' inattention, the protagonist struggles with a decision to accept or decline a phone call, eventually deciding to decline the call BY PRESSING THE GREEN BUTTON. This sort of inadvertent surrealism sums up the movie for me.So why the decent reviews on this site? That's hard to answer. It seems that a certain number of reviewers are just big Korean film fans, and maybe this attachment impedes their judgment. That said, I'm a Korean film fan myself. If you're interested in an infinitely better Korean horror/crime movie, I'd recommend ""Memories of Murder,"" Bong Joon Ho's tour de force dramatization of the Hwaseong serial murders. Now that's a scary film you won't want to forget."
" Pure Evil Is Manifest.
",2017-04-15 00:00:00,10,"I missed the chance to see it in 2016. I saw the film just recently and I recommend you to see these two superb films: Gui si (a.k.a Silk 2006) and Noroi (a.k.a. The Curse 2005). Also as an afterthought I recommend you see Dark Water (2002 film directed by Hideo Nakata). Hideo Nakata also directed the cult horror films Ring and Ring 2(1998 and 2005). Also recommend you see Ju-On series of films. Now that all said, we move over to this film. It is about a Japanese man has recently arrived at a little village in the mountains of South Korea, living in a secluded house. A mysterious disease starts spreading among the villagers, causing a rash which precedes violent murderous outbreaks followed by stupor and eventually death.Police officer Jong-goo, who is investigating the case, meets a mysterious young woman called Moo-myeong (""no name"" in Korean), who tells him about the Japanese stranger, and later disappears. Watch the film to find out what happens next...Well-known actor Kwak Do-won plays the central character of the film as Jong-goo. Jong-goo does not believe in ghosts the paranormal etc., etc. But as sinister events unfold before his eyes he is forced to seek help from those who are acquainted with the occult. There are no overly spectacular C.G.I. special effects in this film. Special effects are kept to a bare minimum. The atmosphere and psychological horror are what makes this film special. Na Hong-jin who has already directed the cult film The Chaser(2008) and the highly acclaimed drama The Yellow Sea(2010) adds one more superb film to his career. In ending this review, I must say that this film is not a complete film and I hope to see a sequel film in the future.Thanks for reading, may you live long and prosper."
" They can all die its not worth it
",2017-04-08 00:00:00,5,"If only I could reach my hand through my TV screen and kill these idiots myself... esp the main ""good"" guy, what a pathetic weakling. I really hope Korea is not full of fumbling bumbling screaming idiots as portrayed in this film.If you like movies where you are frustrated with how idiotic the characters are and don't really care if they live or die, then this is a great movie for you. Otherwise.. save yourself some time."
" Intense slow-burning slice of Korean horror
",2017-04-06 00:00:00,7,"THE WAILING is the third film in the career of Korean director Na Hong-jin and it's a very different beast to his first two, THE CHASER and THE YELLOW SEA. Both of those are among my favourite films of all times thanks to their breakneck action and intense thrills, whereas THE WAILING is much more old-fashioned, a slow-burning piece of atmospheric horror that's all about the mood and mystique rather than intensity and thrilling action.The film has a rural setting and sees the typically inept Korean police force attempting to make sense of weird deaths and the weird murderers committing them. Before long it becomes clear that an old Japanese hermit, played by yakuza film regular Jun Kunimura, is somehow connected to the deaths. What follows is two-and-a-half hours of sustained horror involving possession, curses, disease, rituals, and even some zombie mayhem. Some viewers might find the slow pace off-putting, but I found this film rewarding right up until the twist-upon-twist climax. It's exceptionally slow and features some stand-out sequences, like the zombie attack and the endless ritual. The performances are neatly-judged and the mystery keeps you guessing right until the end. It's a very interesting film, one made to reward repeat viewing."
" A Supremely Entertaining Tale of the Undead form Korea
",2017-04-01 00:00:00,8,"In the small rural village of Goksung deep in the South Korean countryside things are happening. They are not only going bump in the night, they are being torn to pieces and the perpetrators seem to be members of the victim's families.Then inept but genuine police officer Jong-goo is on the scene (Do-wan Kwak) and he is left bewildered by the savagery of the attacks. Then he hears that a local Japanese man who lives in isolation deep in the woods has something to do with all the nocturnal goings on and he sets out to investigate.What happens next has repercussions for him, his family and the whole village. Now this is 156 minutes long and it does not seem even half of that as it is so riveting and entertaining. The action and plot twist are almost a constant and the acting is brilliant. You do have the usual Korean silly moments of gross ineptitude but they are counterbalanced by the crude, rude and downright messy happenings that are a staple of this film.If you like a zombie flick or an action fest or just a ruddy good story then there will be enough to fill your blood soaked boots – thoroughly recommended."
" The Wailing is Coming From the Audience
",2017-03-26 00:00:00,5,"Wow. After all of the glowing user and critical reviews, what a let down. As others have noted, the first part of this long film has almost a comedic tone before things really get serious. And having lived in S. Korea and having a Korean wife, I understand most of the cultural differences we see as American viewers. For example, as a smaller, much more homogeneous society, with a much lower crime rate, policemen often don't carry guns and see violent crime as an aberration and not just an excuse to crack skulls, lock up everyone in sight and pile on as many charges as possible. Still, after the young girl stabbed the baby sitter, I think she would have been institutionalized for further observation. This move would have removed her from her part in the bloody finale.As for the supernatural back and forth honestly, I have zero supernatural superstitions or beliefs, so the filmmaker must build a strong, logical and coincidental case to get my buy in. This movie doesn't do that, so at the end of the day, it all comes off as pretty silly and yawn inducing--much like a similar American movie which also garnered raves, The Witch. Oh well, at least my wife got a kick out of the colorful Korean dialogue."
" Say what now?
",2017-03-21 00:00:00,6,"To me a great film is one that makes the viewer ask questions that relate not only to the film but ones that can give greater insight into the real world. During this film however I found myself asking questions like ""is this part SUPPOSED to be funny?"" and ""what in the hell is going on?"" For the first half of this overly long film I was actually praising how well the humor was translating for a foreign language film; during the second half all that praise went away. The film seemed to have taken a turn for the serious but there were several scenes where certain elements were so over-the- top ridiculous that they seemed unintentionally comical. The second aspect of this could just be a matter of viewer preference. The audience struggles with figuring out just who is to blame for the evil plaguing the characters in the film until the last few minutes. This, in itself, isn't so much the problem as is the questioning that arises concerning certain scenes from earlier in the film. One of the unintentionally funny (and seriously overly-drawn-out) scenes from earlier in the film seems to have little-to-no purpose once the true villain is revealed. All-in-all it was successfully disturbing horror film but one that seemed to be plagued with the notions that ""more is more"" and, at times, a difficultly in establishing the right tone. Whether or not the elements I found confusing, redundant, etc are really so I can not truly judge until I give this film a re-watch."
" The title says it all
",2017-03-16 00:00:00,2,"Yes, the title does say it all...endless wailing, wailing & more wailing! Like many posters on here, I also read the mostly positive reviews & had high hopes for The Wailing but I really didn't like it. I thought the acting was very poor (including the child. I honestly do not see why so many people thought she was a good actor, all she did was scream, wail, cry & wail some more...& I don't think she did any of those particularly well.) The main character was a terrible actor. I thought it was hilarious how inept & pathetic all the cops were. Someone is attacking one of their friends, what do they do? Basically nothing, of course, except wail, fall down & run away.I didn't like any of the characters, not a one. I guess most of all, I wasn't even remotely scared at any time in this movie. In my mind, the #1 reason for watching a horror movie is to be scared. Based on that alone, I give this a 2. I would've given it a 1 but I did like the cinematography. Oh, did I mention, there was lots of wailing??"
" not everything that moves breathes and talks is alive
",2017-03-02 00:00:00,7,"well, where to begin this film certainly is something else. Directed by the Korean director Hong-jin Na of the chaser and yellow sea fame (check them out guys) and overall this film is an improvement on his previous films. The story is about a rise in murders in a small town where people randomly are going crazy and killing their families so it seems. we follow a police officer who has heard rumours of a link between a Japanese man and the recent outbreaks of murders. While this plot seems simplistic enough it becomes more and more obscure. Some people don't like it on this basis but it's exactly my type of film. what you get is shamen, undead, black magic, possession,""ghosts"" and dead crows of course. The film is quite long clocking in just over 2 hours but it is an easy watch while it is a slow burner it is not to slow and build upon the atmosphere and tension of never quite knowing what is happening. It's not for everyone I'd recommend to those of you into black magic and Chinese horror films."
" A Great Horror Fantasy.
",2017-02-08 00:00:00,8,"The Wailing tells the story of the misfortunes happening in a village after the arrival of a Japanese tourist.In the beginning of the movie, a policeman is sleeping at his home with his family. He receives an urgent call that somebody was died. As he goes to the spot, he was terrified of the gore situation there. The blood shed continues for the coming days too, in a similar pattern. There are rumors that the sickness is spread by the rituals done by the Japanese man. The police officer, with his colleague and a translator, makes a visit to his isolated home in the forest. There he learns the shocking news, that his daughter was the next victim.As the film goes to the climax and probable ending, another confusing part begins. This creates a lot of questions and confusions among the audience. This makes the movie unique and more engaging. The perfect solution can be drawn by the audience. You may need to watch more than twice.One of the best Mysterious Horror films. A must watch. Highly recommended.#KiduMovie"
" A Horror Film Tour De Force.
",2017-02-07 00:00:00,10,I will start off by saying that Korean Films are by far my favorite films and though I haven't seen every single one the ones I have seen have been cemented into memory as Masterpieces. The film is directed by Na Hong-jin and this is the first movie I have seen of his but his third major directed film. The story centers on a village that is being plagued by sickness and running rampant with heinous crimes. The main character who is a cop is trying to find a way to stop what is going on as so to save his daughter. The acting was excellent with Do-Won Kwaki who plays the cop Jong-goo and Hwan-hee Kim playing the daughter Hyo-Jin. They do a great job and so do all of the other cast members. The one thing I have come to love about Foreign films especially Korean ones is how much raw emotion and talent they can portray in a movie with actors I know nothing about and that they can pull you into caring deeply about these people. I also like how the cops aren't Americanized. I mean as someone who is an American citizen the cops are portrayed as militant and bullies to a degree and here they are portrayed as docile being that they have no real weapons and being in a small village and they're not prepared to handle what is going on with the current state of affairs. The action is invigorating. I mean the heart of this 2.5 hour movie is a straight tension filled drama with some very well crafted action scenes but don't come into this movie thinking it's a John Wick or even close. I would say think the movie Seven. The cinematography is gorgeous with each shot being meticulously edited and put onto film. The locale is beautiful and makes you want to re-watch it again just to feast your eyes on it for a second time. I will conclude with saying that this is definitely in my new favorite Top 10 horror films of all time and as someone who is a horror fanatic like myself that is a bold statement. I'm glad I didn't review this movie immediately after watching it but waited about a day because the ending will make you side one of two ways obviously and at first I didn't like it. I waited and read some remarks on google about the ending and came up with my own theory. The movie has an Inception feel to it and I will leave it at that but I can say you don't want to skip this film. I find it to be fresh and tasteful and worth a watch at least once. Don't let not liking to read subtitles waylay your interest. The fundamental theory behind this movie is about a man in a Quandary of a situation but surrounded by religious connotations.
" its so good its confusing!
",2017-02-04 00:00:00,8,"After done watching this movie, I understand nothing but thanks for gustavopac who explain everything for me in the message board. Now I understand every scene that this genius director throwing at us. It took him 5 years to make this movie and its impossible to say that he is just creating some random scene here and there to make his movie interesting. For me, this movie is so confusing, you need to think a lot, no, I mean think hard to understand what is really going on here. I can say that this movie is the only one movie in the world that discover some new sub-genre in horror. I called it a mystic-mind- boggling-horror kind of movie. Its so creative, excellent, sneaky, weird and every word in the world that can define what is mystery is will be suit for this movie. Lately Korean cinema just keep making their same old cliché movie like what they always did in the past, (around 90's to 2010++ where people start recognize their movie that have their own interesting style) and its become so repetitive now. So, I hope this movie will set some par for other filmmaker in Korea & of course from all around the world to make a movie that's even better, or have the kind of similar feel with this one. Now!"
" something different, wild.
",2017-01-13 00:00:00,9,"I try not give any spoilers but some sentences might explain things. I will never ruin your amusement of watching this work of art with my humble comments. but still you have been warned.... the village and the people the way they live where they live, not familiar but not strange at the same time. The cop and the people and the stranger and the girl nobody understands what is happening including us but I guess we suppose not to ... I have enjoyed nearly the %85 of the movie. Some scenes made me think also. It is satisfying to have this kind of simple-but-deep, modern-but-traditional work of art.p.s. try to imagine yourself that your are one of the villagers lives with the family and imagine at the end of every day you go back to your house across the street with fear and questions and survive the other day.only then you might feel the suspense and the fear at your very bones."
" Such a weird movie
",2017-01-12 00:00:00,5,"Its weird I love the cinematography, the vibe, almost everything about this movie except for the over the top, silly acting, its so weird and hard to relate too that I ended up not liking this movie. The main character is obnoxious to a point that I don't really care what happens to him or his family. All of his friends that help him too are hard to watch. The length is a little bit long I thought a lot could be cut out of this movie. Its too bad if it was acted by someone who was half sane this movie would be amazing. I would love to see a American remake of it even if it was set in Korea with a couple really good actors."
" Epic film with minor hiccups
",2017-01-10 00:00:00,7,"I think the most annoying features of the film were the erratic and irrational behaviors of the protagonist, the film's tempo (which often seemed to torque and stall in awkward segments.) The incoherence of the plot was also frustrating (what the hell were the 'zombies' about, why the boils, and how did the cop's nephew find the devil?) with the overdrawn suspense (kind of tying into the weird tempo.) It seemed like they were trying so hard to force in as much superstition to the plot without much explanation that it just became an unbelievable, bizarre smorgasbord of unpredictable but goofy shock. All that aside, I really enjoyed the film and I think it did something new and needed for the genre."
" Korean creepshow...
",2017-01-09 00:00:00,9,"THE WAILING starts off like a creepy police procedural (think MEMORIES OF MURDER), then reveals itself to be a Fright Film of The First Order. It's this low-key, down to earth approach to the subject(s) that makes the movie compelling. It's not only a Who Done It but a WHAT Did It, with echoes of MEMORIES OF MURDER, THE EXORCIST, and many an Asian Fright Film thrown into the mix. At two and a half hours, it may well be TOO involving for most Couch Potatoes, whose attention span(s) these days tend toward the Attention Deficit Disorder variety, thanks in no small part to prolonged exposure to Commercial programs (with their non-stop, constant interruptions, which undermine the Mood the better Fright Films tend toward) and, of course, video games. For Fright Film fans, THE WAILING is another must."
" At first intriguing, then distancing
",2017-01-08 00:00:00,6,"""The Wailing"" is a movie which starts intriguingly, continues as such for about an hour or so, and then lost my interest almost completely. There isn't enough plot, nor enough attention grabbing moments, to keep you interested up until the end, where the whole story may or may not be revealed. I don't know, because I wasn't really paying attention. I'd become frustrated by all the barely noticeable bits of information that weren't really leading anywhere.The story is about a bumbling cop in a South Korean village where people have been going crazy ever since a Japanese man showed up. I was wondering if there was a subtext about inter-Asian race relations, but I don't think so. There is also a ""shaman"" featured in the movie - Korean shamanism is apparently a sizeable minority in the country. This isn't explored in much depth, however.There are a couple of things about ""The Wailing"" that make it really dare to be different. For one thing, it's actually funny. The protagonist is a lazy, bumbling small town cop, who is anything but at home in a world of violence, let alone a world of the supernatural. The movie is not screamingly hilarious, but it has a consistently funny tone.The other thing is the focus of the story. Movies like this generally bring you inside the minds of the protagonists; this one is more interested in capturing the essence of this strange, leafy town.This quality is at first intriguing, but becomes a hindrance as the movie goes on. The focus needed to start to narrow, but never really seems to. The movie keeps you at a distance, and that curtailed my enjoyment somewhat."
" A movie about a buffoon and...
",2017-01-07 00:00:00,6,"*SPOILER ALERT FOR MORONS* I can't rate this high because the movie is overlong for such a simple story, the special effects fall short, and the main character is so irritating. There is a lotof WAILING in the movie for sure, but instead of it being satisfying,you're left with a keen sense of annoyance. I guess the lead should be praised for portraying such an oafish buffoon, but in light of the story (zombies and demonic possession), it tends to grate to the point of masochism.The movie takes itself very seriously, which may cause one to exalt it as something higher than what it is. Ultimately it's a fairly simple demonic possession and zombie movie. There's a subtext that hints to a poor relationship between paganism and monotheism, but it's not explored to any satisfaction.I do like the cinematography - apart from the 'rain on cue', the lush scenery of rural Korea is presented well."
" Absorbing
",2017-01-05 00:00:00,10,"Jong-Goo is a police officer in a remote South Korean village nestled in the mountains. After the arrival of a Japanese immigrant, a series of bizarre murders begin to occur, committed by the various townspeople who seem to be under a zombie-like spell. The situation becomes personal, however, when Jong-Goo's young daughter begins to exhibit symptoms similar to those of the murderers.While Japan has been a majorly recognized force in horror cinema, it wasn't until ""A Tale of Two Sisters"" was released in 2003 that neighboring South Korea was really on the map for international genre fans. ""The Wailing"" is a fine addition to the horror canon, and an unexpected one. The first half of the film is marked by wry dark humor and intelligent dialogue, and is at times so witty, you wonder if you are watching a horror film; that is, until you are reminded by violent and disturbing encroachments. The latter half of the film is remarkably darker in tone and spirit, and feels like a through-and-through horror film. While this shift in tone does leave the film feeling a bit odd in terms of balance, the upshot is that you're likely absorbed enough by the mid-point that you're in it for the long haul anyway. Moody cinematography and atmospheric shots of the desolate mountain landscapes give the film a distinguished ominous sensibility, and there are some fantastically gruesome scenes interspersed throughout that give the greatest of zombie flicks a run for their money. The performances in the film are phenomenal and lend the proceedings further credibility. Do-won Kwak's performance as the troubled father/policeman is raw and realistic, while Hwan-hee Kim's performance as his possessed daughter is unbelievably good—in the ranks of Linda Blair in ""The Exorcist,"" as far as I'm concerned. Some have expressed dissatisfaction with the conclusion, which is somewhat understandable; it does leave room for interpretation, no doubt. That said, I think the primary reason so many have felt let down by it is merely because the film is so long—running over two and a half hours, I think many people are expecting a more explosive payoff, which we don't get (nor do I necessarily think we should). The final act is truly disturbing, and is both visceral and spiritual in equal measure.All in all, I was completely absorbed by the world created in ""The Wailing."" Riddled with tension, it burns slowly from beginning to end, with occasional spurts of grotesque violence, and is rife with religious overtones and themes; the acting makes it all the more engrossing. While it does run a bit long, the film never lost my interest, which is rare. It's not every day that I see a film that is able to both completely absorb me and also maintain consistent intrigue, no less a horror film. 10/10."
" For an Asian movie better then I expected
",2017-01-02 00:00:00,7,"I'm always septic when it is about Asian movies. Because I saw already a lot of bad ones while they got good ratings on IMDb. I guess you just can't discuss taste. But I gave Goksung a shot even though I'm not a big fan of the Korean language. It's like German, it all sounds very aggressive when they speak. Plus the fact that you can't understand a word of what they saying. So the movie must be really good to keep me interested. And with Goksung I had that feeling. Even though it's a long movie I never got bored. Instead I was captivated by the story and the mystery that is hanging throughout the whole movie. Add on that the very good acting of Do-won Kwak as the police officer / father. I don't know any Korean actor by name but I guess he must be one of the better ones over there. So is Goksung worth a watch if you don't like a language that you can't understand at all? Yes, it totally is."
" Viewers should probably be semi versed in South Korean culture to understand this movie
",2017-01-01 00:00:00,6,"This movie is not terrible; it's even intriguing and suspenseful a fair bit of the time.I watched this with my husband who is South Korean (I am not). Being very well versed in South Korean movies I was prepared for a lot of the things critics seem to take umbridge with (i.e. the constant swearing/insulting, almost comic violence, and blatant racism) but even I was left stumped at some parts, especially the end. Semi spoiler alert: much of this movie revolves around the shamanic traditions and practices of rural South Korea. Being familiar with this will help immensely in understanding the plot and possibly the ending. While I was left utterly confused, my husband had followed a plot thread I had not been able to pick up on and was left with a conclusion about the ending I could never have come to on my own. So those critics in a huff over how disappointing the ending was, I think the intended audience (South Korean viewers) probably did not experience this which explains its commercial success. That being said, this is not a movie I would watch again, and I would only recommend it to people who enjoy really artsy, drawn out, ""decide for yourself"" sorts of horror movies (all those people who liked ""The Witch"")."
